	site_number	state	runway_id	runway_length	runway_width	runway_surface_type_cond	runway_surface_treatment	edge_lights_intensity	base_end_id	base_true_alignment	base_ils_type	base_right_pattern	base_markings_type	base_markings_cond	base_latitude	base_latitude_s	base_longitude	base_longitude_s	base_elevation	base_crossing_height	base_glide_path_angle	base_displaced_length	base_vasi	base_centerline_lights	base_touchdown_lights	base_object	base_object_height	reciprocal_end_id	rcpr_true_alignment	rcpr_ils_type	rcpr_right_pattern	rcpr_markings_type	rcpr_markings_cond	rcpr_latitude	rcpr_latitude_s	rcpr_longitude	rcpr_longitude_s	rcpr_elevation	rcpr_crossing_height	rcpr_glide_path_angle	rcpr_displaced_length	rcpr_vasi	rcpr_centerline_lights	rcpr_touchdown_lights	rcpr_object	rcpr_object_height	runway_capacity_lbs_sw	runway_capacity_lbs_dw	runway_capacity_lbs_dt	runway_capacity_lbs_ddt	base_tora	base_toda	base_asda	base_lda	rcpr_tora	rcpr_toda	rcpr_asda	rcpr_lda
11450	12741.*A	NE	'03/21	2599	50	CONC-G		MED	03	38.0		False	NPI	G	40-55-24.5033N	147324.5033N	100-09-04.4424W	360544.4424W	2556.0			70.0				RR	25.0	21	218.0		False	NPI	G	40-55-44.6222N	147344.6222N	100-08-43.4132W	360523.4132W	2558.8							ROAD	19.0	28.0											
11451	12741.*A	NE	'14/32	3300	150	TURF-G			14	149.0		False			40-55-43.4400N	147343.4400N	100-08-53.9000W	360533.9000W	2555.0							ROAD	17.0	32	329.0		False			40-55-15.6000N	147315.6000N	100-08-31.5200W	360511.5200W	2555.0																				
11452	12741.1*A	NE	'N/S	2000	50	TURF			N			True																S			False																											
11453	12741.12*H	NE	'H1	30	30	CONC			H1						40-56-21.8200N	147381.8200N	100-09-14.1400W	360554.1400W	2680.0																																							
11454	12742.5*A	NE	'18/36	2640	20	TURF			18			False																36			False																											
11455	12743.*A	NE	'13/31	6608	100	CONC-E		MED	13	135.0		False	NPI	G	40-58-42.1200N	147522.1200N	098-18-42.1900W	353922.1900W	1840.0	35.0	3.0		P4L					31	315.0		False	NPI	G	40-57-55.7000N	147475.7000N	098-17-41.6100W	353861.6100W	1843.0	42.0	3.0		P4L					45.0	59.0			6608.0	6608.0	6608.0	6608.0	6608.0	6608.0	6608.0	6608.0
11456	12743.*A	NE	'17/35	7002	150	CONC-E	GRVD	HIGH	17	180.0		False	NPI	G	40-58-37.8270N	147517.8270N	098-18-53.1770W	353933.1770W	1843.7	38.0	3.0		P4L					35	0.0	ILS	False	PIR	G	40-57-28.6480N	147448.6480N	098-18-53.6570W	353933.6570W	1846.7	55.0	2.6		P4L					75.0	110.0	185.0		7002.0	7002.0	7002.0	7002.0	7002.0	7002.0	7002.0	7002.0
11457	12743.01*H	NE	'H1	45	45	CONC			H1						40-55-33.4900N	147333.4900N	098-22-15.3000W	354135.3000W	2106.0																																							
11458	12748.*A	NE	'15/33	4797	60	CONC-G		MED	15	146.0		False	NPI	G	40-52-34.0556N	147154.0556N	101-44-19.4134W	366259.4134W	3421.6									33	326.0		False	NPI	G	40-51-54.7292N	147114.7292N	101-43-44.5214W	366224.5214W	3422.2									30.0	30.0										
11459	12748.02*A	NE	'14/32	2600	100	TURF			14																			32																														
11460	12748.1*A	NE	'E/W	2600	100	TURF			E			False																W			False																											
11461	12748.1*A	NE	'N/S	3500	60	TURF			N																			S																														
11462	12748.32*A	NE	'13/31	2800	100	TURF-F			13			False														FENCE	4.0	31			False														FENCE	4.0												
11463	12748.4*A	NE	'N/S	2400	65	TURF			N			False																S			False														PLINE													
11464	12749.*A	NE	'NW/SE	2500	125	TURF			NW																			SE																														
11465	12750.8*A	NE	'17/35	2400	70	TURF			17																			35																	PLINE													
11466	12751.42*A	NE	'12/30	2500	100	TURF			12																			30																														
11467	12752.4*A	NE	'03/21	2150	125	TURF-G			03	41.0		False			42-36-00.0600N	153360.0600N	097-15-27.8900W	350127.8900W	1387.2							TREES	53.0	21	221.0		False			42-36-15.9500N	153375.9500N	097-15-08.8300W	350108.8300W	1374.2							ROAD	10.0												
11468	12752.4*A	NE	'13/31	3950	60	CONC-G		MED	13	141.0		False	NPI	G	42-36-28.0036N	153388.0036N	097-15-26.0341W	350126.0341W	1367.1	52.0	4.0		P2L			TREE	85.0	31	321.0		False	NPI	G	42-35-57.6325N	153357.6325N	097-14-52.8847W	350092.8847W	1380.6	37.0	3.0	400.0	P2L			ROAD	20.0												
11469	12753.*A	NE	'14/32	3873	150	TURF-F			14	147.0		False			40-39-23.2989N	146363.2989N	098-04-52.5905W	353092.5905W	1810.1									32	327.0		False			40-38-51.4589N	146331.4589N	098-04-24.7304W	353064.7304W	1808.4																				
11470	12753.*A	NE	'17/35	3722	60	ASPH-G		MED	17	180.0		False	NPI	G	40-39-20.4990N	146360.4990N	098-04-57.1339W	353097.1339W	1814.1									35	360.0		False	NPI	G	40-38-43.7251N	146323.7251N	098-04-56.7166W	353096.7166W	1806.2																				
11471	12755.*A	NE	'04/22	4501	75	CONC-G		MED	04	47.0		False	NPI	G	40-35-56.1912N	146156.1912N	098-26-01.6410W	354361.6410W	1939.4	40.0	3.0		P2L					22	227.0		False	BSC	G	40-36-26.6721N	146186.6721N	098-25-19.1561W	354319.1561W	1947.5	40.0	3.0		P2L					36.0	47.0										
11472	12755.*A	NE	'14/32	6451	100	CONC-G		MED	14	150.0		False	NPI	G	40-36-51.7612N	146211.7612N	098-26-01.1492W	354361.1492W	1961.2	38.0	3.0		P4L			TOWER	36.0	32	330.0		False	NPI	G	40-35-56.3918N	146156.3918N	098-25-19.7158W	354319.7158W	1938.0	42.0	3.0	950.0	P4R			ROAD	14.0	36.0	58.0	106.0		5500.0	6451.0	5500.0	5500.0	6451.0	6451.0	6451.0	5500.0
11473	12755.01*H	NE	'H1	45	45	CONC			H1						40-35-30.3500N	146130.3500N	098-23-17.6200W	354197.6200W	1925.0																																							
11474	12759.1*A	NE	'11/29	2750	300	TURF-G		MED	11			False	NSTD													TREES	12.0	29			False	NSTD									100.0				POLE	38.0												
11475	12759.11*A	NE	'10/28	3585	30	TURF			10																			28																														
11476	12759.11*A	NE	'13/31	1450	30	TURF			13																			31																														
11477	12761.*A	NE	'03/21	2513	150	TURF-F			03	42.0		False			40-08-56.2314N	144536.2314N	097-35-02.3551W	351302.3551W	1468.2							ROAD	30.0	21	222.0		False			40-09-14.7520N	144554.7520N	097-34-40.8044W	351280.8044W	1451.8							ROAD	17.0												
11478	12761.*A	NE	'12/30	3600	60	CONC-G		MED	12	128.0		False	NPI	G	40-09-19.1814N	144559.1814N	097-35-31.2895W	351331.2895W	1462.2	52.0	3.9		P2L			POLE	24.0	30	308.0		False	NPI	G	40-08-57.0820N	144537.0820N	097-34-54.9570W	351294.9570W	1465.6	40.0	3.0		P2L			ROAD	29.0	30.0											
11479	12764.*A	NE	'E/W	900	150	TURF			E			True																W			False														BLDGS													
11480	12764.*A	NE	'N/S	3200	100	TURF			N																	PLINE	60.0	S																														
11481	12764.02*A	NE	'18/36	2200	75	TURF			18						40-45-22.0200N	146722.0200N	097-51-14.4600W	352274.4600W	1729.0									36						40-45-00.2600N	146700.2600N	097-51-14.7000W	352274.7000W	1729.0																				
11482	12764.21*A	NE	'17/35	2940	24	ASPH			17																			35																														
11483	12764.43*A	NE	'N/S	2640	40	TURF			N																	TREES	75.0	S																	ROAD													
11484	12764.44*A	NE	'09/27	2500	75	TURF-G	NONE	NSTD	09				NONE													ANT	150.0	27			True																											
11485	12765.*A	NE	'N/S	2182	150	TURF			N																			S																	TREES	50.0												
11486	12765.006*A	NE	'18/36	2000	75	TURF-G			18																			36																														
11487	12766.*A	NE	'11/29	2350	300	TURF-F			11	126.0		False			40-27-06.9700N	145626.9700N	099-20-12.3500W	357612.3500W	2306.8							TREE	38.0	29	306.0		False			40-26-53.2000N	145613.2000N	099-19-47.8600W	357587.8600W	2313.1																				
11488	12766.*A	NE	'18/36	4701	75	ASPH-CONC-G		MED	18	190.0		False	NPI	G	40-27-32.5728N	145652.5728N	099-20-09.3093W	357609.3093W	2305.9	40.0	3.0		P2L			OTHER	9.0	36	10.0		False	NPI	G	40-26-46.7810N	145606.7810N	099-20-19.4780W	357619.4780W	2307.8	40.0	3.0		P2L			RR	26.0	30.0											
11489	12766.1*A	NE	'N/S	2500	100	TURF			N																	DITCH		S																	PLINE													
11490	12766.12*A	NE	'17/35	3000	20	ASPH			17						40-34-39.6300N	146079.6300N	099-25-12.8800W	357912.8800W	2317.0									35						40-34-09.9900N	146049.9900N	099-25-12.9700W	357912.9700W	2322.0																				
11491	12767.2*A	NE	'17/35	1795	75	TURF-G			17			True																35																														
11492	12774.4*A	NE	'17/35	3975	50	ASPH-F		MED	17			False	BSC	F	42-00-55.5900N	151255.5900N	101-46-13.5600W	366373.5600W	3725.0			375.0						35			False	BSC	F	42-00-16.3700N	151216.3700N	101-46-10.9000W	366370.9000W	3723.0			675.0				POLE	40.0												
11493	12774.41*A	NE	'02/20	2900	30	ASPH-P			02																	FENCE	6.0	20																	FENCE	6.0												
11494	12776.*A	NE	'03/21	2756	280	TURF-F			03	46.0		False	NSTD		40-30-34.4300N	145834.4300N	101-37-22.8600W	365842.8600W	3267.2							POLE	36.0	21	226.0		False	NSTD		40-30-53.4700N	145853.4700N	101-36-57.3500W	365817.3500W	3274.3							ROAD	18.0												
11495	12776.*A	NE	'13/31	5022	100	CONC-G		MED	13	144.0		False	NPI	G	40-30-53.4362N	145853.4362N	101-37-33.1222W	365853.1222W	3272.6	40.0	3.0		P2L			ROAD	20.0	31	324.0		False	NPI	G	40-30-13.4759N	145813.4759N	101-36-54.5862W	365814.5862W	3264.6	40.0	3.0		P2L			RR	27.0	21.0											
11496	12779.025*A	NE	'07/25	1200	50	TURF			07																			25																														
11497	12779.025*A	NE	'15/33	2600	50	TURF			15																	TREES	30.0	33																														
11498	12781.*A	NE	'16/34	1400	50	TURF			16																			34																														
11499	12783.*A	NE	'13/31	4498	75	CONC-E		MED	13	141.0		False	NPI	G	40-43-56.3252N	146636.3252N	099-00-31.4648W	356431.4648W	2128.2	43.0	3.0		P2L					31	321.0		False	NPI	G	40-43-21.6834N	146601.6834N	098-59-54.8754W	356394.8754W	2128.1	44.0	3.0		P2L					30.0	38.0			4498.0	4498.0	4498.0	4498.0	4498.0	4498.0	4498.0	4498.0
11500	12783.*A	NE	'18/36	7094	100	CONC-E		HIGH	18	187.0		False	NPI	G	40-44-11.0433N	146651.0433N	099-00-25.5381W	356425.5381W	2128.2	46.0	3.0		P4L			BLDG	103.0	36	7.0	ILS/DME	False	PIR	G	40-43-01.5416N	146581.5416N	099-00-37.4110W	356437.4110W	2131.0	43.0	3.0		P4L					46.0	62.0			7094.0	7094.0	7094.0	7094.0	7094.0	7094.0	7094.0	7094.0
11501	12783.01*H	NE	'H1	30	30	CONC			H1						40-42-25.8900N	146545.8900N	099-04-51.6100W	356691.6100W	2146.0																																							
11502	12785.2*A	NE	'10/28	6199	75	CONC-G		MED	10	105.0			NPI	G	41-11-24.8050N	148284.8050N	103-41-17.7630W	373277.7630W	4925.5	40.0	3.0		P2L			ROAD	14.0	28	285.0			NPI	G	41-11-09.1770N	148269.1770N	103-39-59.3860W	373199.3860W	4899.5	40.0	3.0		P2L					30.0	45.0										
11503	12786.11*A	NE	'N/S	2800	45	TURF			N																			S																														
11504	12786.12*A	NE	'09/27	1500	50	TURF			09																			27																														
11505	12786.12*A	NE	'15/33	2300	20	ASPH-TURF			15																			33																														
11506	12787.*A	NE	'17/35	1000	45	TURF			17																			35																														
11507	12787.5*A	NE	'11/29	3000	100	TURF-G		LOW	11																	TREE	86.0	29																	TREES	72.0												
11508	12790.*A	NE	'01/19	3200	250	TURF-F			01	18.0		False			40-47-07.0230N	146827.0230N	099-46-31.4200W	359191.4200W	2400.0							RR	27.0	19	198.0		False			40-47-37.0230N	146857.0230N	099-46-18.4190W	359178.4190W	2406.0							TREES	72.0												
11509	12790.*A	NE	'14/32	5489	100	CONC-G		MED	14	143.0		False	NPI	G	40-47-49.2530N	146869.2530N	099-46-59.5830W	359219.5830W	2412.6	40.0	3.0		P2L					32	323.0		False	NPI	G	40-47-05.8770N	146825.8770N	099-46-16.7500W	359176.7500W	2403.3	40.0	3.0		P2L			RR	24.0	30.0											
11510	12790.5*A	NE	'H1	150	150	TURF			H1																																																	
11511	12790.5*A	NE	'NE/SW	3400	50	TURF			NE																	BLDGS		SW																														
11512	12792.*A	NE	'NW/SE	1680	70	TURF			NW			False														BLDG		SE			False																											
11513	12792.2*H	NE	'H1	40	40	CONC		FLD	H1						40-47-45.1800N	146865.1800N	096-39-07.1700W	347947.1700W	1186.0																																							
11514	12792.21*H	NE	'H1	44	44	CONC			H1						40-48-32.5400N	146912.5400N	096-37-40.9200W	347860.9200W	1252.0																																							
11515	12792.23*H	NE	'H1	39	39	CONC			H1						40-47-22.6500N	146842.6500N	096-41-53.7900W	348113.7900W	1204.0																																							
11516	12792.23*H	NE	'H2	40	40	ASPH			H2						40-47-20.3300N	146840.3300N	096-41-59.6500W	348119.6500W	1204.0																																							
11517	12792.3*A	NE	'01/19	1200	75	TURF			01																			19																														
11518	12794.*A	NE	'14/32	8649	150	ASPH-G	GRVD	MED	14	145.0		False	NPI	G	40-52-02.2990N	147122.2990N	096-46-10.8286W	348370.8286W	1198.9	48.0	3.0	363.0	P4L					32	325.0		False	NPI	G	40-50-52.2644N	147052.2644N	096-45-06.3329W	348306.3329W	1177.6	50.0	3.0	470.0	V4L			POLE	59.0	80.0	170.0	280.0		8649.0	8649.0	8649.0	8286.0	8649.0	8649.0	8286.0	7816.0
11519	12794.*A	NE	'17/35	5800	100	ASPH-CONC-F	AFSC	HIGH	17	180.0		False	NPI	G	40-51-40.8326N	147100.8326N	096-45-02.7143W	348302.7143W	1218.6	44.0	3.0		P4L					35	360.0		True	NPI	G	40-50-43.5288N	147043.5288N	096-45-03.0869W	348303.0869W	1173.0	30.0	3.0		P4L					49.0	60.0			5800.0	5800.0	5400.0	5400.0	5800.0	5800.0	5800.0	5800.0
11520	12794.*A	NE	'18/36	12901	200	ASPH-CONC-G	GRVD	HIGH	18	180.0	ILS	True	PIR	G	40-51-46.7690N	147106.7690N	096-45-42.0314W	348342.0314W	1195.2	55.0	3.0		P4L					36	360.0	ILS	False	PIR	G	40-49-39.3022N	146979.3022N	096-45-42.8575W	348342.8575W	1174.6	56.0	3.0		P4L					100.0	200.0	400.0		12901.0	12901.0	12901.0	12901.0	12901.0	12901.0	12901.0	12901.0
11521	12794.5*A	NE	'17/35	2600	60	TURF			17																			35													600.0																	
11522	12805.22*A	NE	'04/22	2021	100	TURF-F			04	50.0		False			41-17-04.7594N	148624.7594N	098-59-36.6347W	356376.6347W	2067.7							TREES	6.0	22	230.0		False			41-17-17.7161N	148637.7161N	098-59-16.4956W	356356.4956W	2069.5							TREE	44.0												
11523	12805.22*A	NE	'16/34	3900	60	CONC-G		MED	16	166.0		False	NPI	G	41-17-29.3344N	148649.3344N	098-59-29.0782W	356369.0782W	2072.6	40.0	3.0		P2L			TREE	20.0	34	346.0		False	NPI	G	41-16-51.9842N	148611.9842N	098-59-16.5319W	356356.5319W	2067.6	40.0	3.0		P2L			TREE	45.0	12.5											
11524	12805.3*A	NE	'E/W	2500	150	TURF			E																			W																														
11525	12805.3*A	NE	'N/S	2500	150	TURF			N																	HILL		S																	PLINE													
11526	12805.3*A	NE	'NW/SE	2600	150	TURF			NW																	HILL		SE																	PLINE													
11527	12806.1*A	NE	'N/S	4000	500	TURF			N			False														PLINE		S			False																											
11528	12808.*A	NE	'04/22	4000	75	CONC-G		MED	04	46.0		True	NPI	F	40-12-10.0559N	144730.0559N	100-35-58.7369W	362158.7369W	2562.7	26.0	3.0		V2L			POLE	25.0	22	226.0		False	NPI	F	40-12-37.5413N	144757.5413N	100-35-21.6970W	362121.6970W	2555.6	26.0	3.0		V2L					30.0	38.0			4000.0	4000.0	4000.0	4000.0	4000.0	4000.0	4000.0	4000.0
11529	12808.*A	NE	'12/30	6450	100	CONC-G		MED	12	131.0	ILS/DME	False	PIR	F	40-12-44.9785N	144764.9785N	100-35-57.3730W	362157.3730W	2582.9	38.0	3.0		P4L			TREE	30.0	30	311.0		True	NPI	F	40-12-02.7780N	144722.7780N	100-34-55.0948W	362095.0948W	2542.0	44.0	3.0	750.0	V4L					30.0	38.0			6448.0	6448.0	5698.0	5698.0	6448.0	6448.0	6448.0	5698.0
11530	12808.*A	NE	'17/35	1350	160	TURF-F			17	181.0		False			40-12-19.9164N	144739.9164N	100-35-30.9434W	362130.9434W	2558.0									35	1.0		True			40-12-06.5835N	144726.5835N	100-35-31.3860W	362131.3860W	2561.4																				
11531	12808.6*H	NE	'H1	200	200	TURF			H1						41-50-37.0240N	150637.0240N	097-25-01.1700W	350701.1700W	1630.0																																							
11532	12809.12*A	NE	'09/27	2600	75	TURF			09			True			40-54-56.2200N	147296.2200N	101-33-52.2400W	365632.2400W	3361.0							PLINE	30.0	27			False			40-54-55.9300N	147295.9300N	101-33-18.3900W	365598.3900W	3363.0								20.0												
11533	12809.122*A	NE	'09/27	2800	60	TURF			09																	TREES	40.0	27																														
11534	12809.122*A	NE	'18/36	2100	60	TURF			18			True														PLINE	30.0	36			False																											
11535	12809.123*A	NE	'10/28	820	60	TURF			10						40-55-52.2100N	147352.2100N	101-36-25.7800W	365785.7800W	3411.0							TREES	20.0	28						40-55-49.9400N	147349.9400N	101-36-15.5000W	365775.5000W	3409.0																				
11536	12809.123*A	NE	'17/35	1580	60	TURF			17						40-55-49.3400N	147349.3400N	101-36-13.4000W	365773.4000W	3409.0							TREES	10.0	35						40-55-33.7400N	147333.7400N	101-36-13.0000W	365773.0000W	3402.0																				
11537	12811.*A	NE	'18/36	2500	75	TURF			18						40-37-13.7100N	146233.7100N	100-43-35.0700W	362615.0700W	2937.0									36						40-36-49.0000N	146209.0000N	100-43-35.1700W	362615.1700W	2980.0																				
11538	12812.75*A	NE	'08/26	2640	100	TURF			08																			26																														
11539	12812.75*A	NE	'17/35	1600	50	TURF			17																	PLINES	40.0	35																														
11540	12813.1*A	NE	'11/29	2400	50	ASPH-P			11			False	NONE											False	False	ROAD	22.0	29			False	NONE											False	False	TREES	39.0	4.0											
11541	12814.6*A	NE	'08/26	4000	60	TURF			08			False																26			False																											
11542	12814.6*A	NE	'12/30	2600	60	TURF			12			False																30			False																											
11543	12815.*A	NE	'18/36	2640	50	ASPH			18			False														HANGAR-L		36			False																											
11544	12817.*A	NE	'05/23	1275	300	TURF-G			05	59.0		False	NSTD		40-30-55.5650N	145855.5650N	098-56-49.4460W	356209.4460W	2154.0							TREE	30.0	23	239.0		False	NSTD		40-31-02.0500N	145862.0500N	098-56-35.2930W	356195.2930W	2155.0							POLE	8.0												
11545	12817.*A	NE	'16/34	3900	60	CONC-G		MED	16	166.0		False	NPI	G	40-31-10.7419N	145870.7419N	098-56-50.9101W	356210.9101W	2156.3	40.0	3.0		P2L			FENCE	5.0	34	346.0		True	NPI	G	40-30-33.2791N	145833.2791N	098-56-39.0662W	356199.0662W	2152.7	58.0	3.8		P2L			TREES	24.0	30.0	52.0										
11546	12817.2*A	NE	'08/26	4000	100	TURF			08																			26																	ROAD	20.0												
11547	12817.2*A	NE	'17/35	2600	100	TURF			17																			35																	ROAD	20.0												
11548	12822.*A	NE	'18/36	1440	50	TURF			18																			36																														
11549	12823.1*A	NE	'09/27	2525	25	ASPH-G			09			False	NSTD	G								100.0				HILL	24.0	27			False	NSTD	G								125.0				HILL	41.0	4.0											
11550	12823.46*A	NE	'03/21	2300	65	TURF			03			True																21																	PLINE	100.0												
11551	12824.11*A	NE	'05/23	2550	151	TURF-G			05	48.0					40-36-12.6500N	146172.6500N	095-52-18.2800W	345138.2800W	1164.8							TREE	22.0	23	228.0					40-36-29.7800N	146189.7800N	095-51-54.0300W	345114.0300W	1159.9																				
11552	12824.11*A	NE	'15/33	4501	76	CONC-G		MED	15	151.0			NPI	G	40-36-44.3366N	146204.3366N	095-52-10.4422W	345130.4422W	1156.7	52.0	3.0		P2L					33	331.0			NPI	G	40-36-05.2617N	146165.2617N	095-51-42.5827W	345102.5827W	1157.6	52.0	3.0		P2L					30.0											
11553	12824.3*H	NE	'H1	40	40	CONC		MED	H1																																																	
11554	12826.*A	NE	'01/19	3700	60	CONC-G		MED	01	13.0			NPI	G	42-06-18.5640N	151578.5640N	098-02-26.7927W	352946.7927W	1773.7	41.0	3.0		P2L					19	193.0			NPI	G	42-06-54.2379N	151614.2379N	098-02-16.1203W	352936.1203W	1731.3	41.0	3.5		P2L			TREES	83.0												
11555	12826.*A	NE	'13/31	3310	60	CONC-G		MED	13	134.0		False	BSC	G	42-07-04.0834N	151624.0834N	098-02-40.7038W	352960.7038W	1735.1			405.0				ROAD	16.0	31	314.0		False	BSC	G	42-06-41.1691N	151601.1691N	098-02-09.3713W	352929.3713W	1729.7			405.0				ROAD	10.0	12.5				3310.0	3310.0	3310.0	2905.0	3310.0	3310.0	3310.0	2905.0
11556	12836.*A	NE	'01/19	5801	100	ASPH-G	PFC	HIGH	01	19.0	ILS	False	PIR	G	41-58-39.3889N	151119.3889N	097-26-15.0131W	350775.0131W	1572.8	49.0	3.0		P4L			FENCE	27.0	19	199.0		False	NPI	G	41-59-33.4243N	151173.4243N	097-25-49.5005W	350749.5005W	1530.6	40.0	3.0		P4L			TREE	69.0	60.0	192.0	360.0									
11557	12836.*A	NE	'14/32	5806	100	ASPH-G	PFC	MED	14	142.0		False	NPI	G	41-59-31.4833N	151171.4833N	097-26-34.2600W	350794.2600W	1542.8	40.0	3.0	284.0	P4L			RR	25.0	32	322.0		False	NPI	G	41-58-46.3285N	151126.3285N	097-25-46.8562W	350746.8562W	1564.1	49.0	3.5	357.0	P4L			TREE	34.0	75.0	192.0	400.0		5443.0	5800.0	5443.0	5160.0	5517.0	5800.0	5517.0	5160.0
11558	12836.1*A	NE	'N/S	2500	100	TURF			N			False														TREES PLINE	25.0	S			False														TREES													
11559	12836.2*H	NE	'H1	40	40	CONC		PERI	H1						42-02-06.6700N	151326.6700N	097-27-10.9600W	350830.9600W	1573.0																																							
11560	12836.2*H	NE	'H2	40	40	CONC		PERI	H2						42-02-06.2400N	151326.2400N	097-27-09.9700W	350829.9700W	1573.0																																							
11561	12836.3*A	NE	'18/36	1217	50	TURF			18																			36			True																											
11562	12842.*A	NE	'12/30	8001	150	CONC-E	GRVD	HIGH	12	126.0		False	PIR	G	41-07-56.0712N	148076.0712N	100-41-24.8049W	362484.8049W	2777.0	55.0	3.0		P4L					30	306.0	ILS	False	PIR	G	41-07-09.7300N	148029.7300N	100-40-00.1280W	362400.1280W	2769.1	55.0	3.0		P4L					75.0	110.0	190.0		8000.0	8000.0	8000.0	8000.0	8000.0	8000.0	8000.0	8000.0
